# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-21 16:49:18 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14246900 COLUMBIA RIVER AT PORT WESTWARD, NEAR QUINCY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14246900
#            TS   parameter     statistic     Description
#        114427       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        114428       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        114429       00010     00003     Temperature, water, degrees Celsius (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	114427_00010_00001	114427_00010_00001_cd	114428_00010_00002	114428_00010_00002_cd	114429_00010_00003	114429_00010_00003_cd
USGS	14246900	1996-08-15	21.4	A	20.7	A	21.0	A
USGS	14246900	1996-08-16	21.0	A	20.7	A	21.0	A
USGS	14246900	1996-08-17	21.0	A	20.3	A	20.7	A
USGS	14246900	1996-08-18	20.7	A	20.2	A	20.5	A
USGS	14246900	1996-08-19	20.6	A	19.9	A	20.1	A
USGS	14246900	1996-08-20	19.9	A	19.6	A	19.8	A
USGS	14246900	1996-08-21	20.2	A	19.6	A	19.9	A
USGS	14246900	1996-08-22	20.2	A	19.6	A	19.9	A
USGS	14246900	1996-08-23	20.3	A	19.9	A	20.1	A
USGS	14246900	1996-08-24	20.8	A	20.2	A	20.5	A
USGS	14246900	1996-08-25	20.8	A	20.5	A	20.6	A
USGS	14246900	1996-08-26	20.8	A	20.5	A	20.8	A
USGS	14246900	1996-08-27	20.8	A	20.1	A	20.6	A
USGS	14246900	1996-08-28	20.5	A	20.1	A	20.3	A
USGS	14246900	1996-08-29	20.5	A	20.1	A	20.3	A
USGS	14246900	1996-08-30	20.5	A	20.5	A	20.5	A
USGS	14246900	1996-08-31	20.5	A	20.1	A	20.5	A
USGS	14246900	1996-09-01	20.5	A	20.1	A	20.4	A
USGS	14246900	1996-09-02	20.5	A	19.8	A	20.0	A
USGS	14246900	1996-09-03	20.1	A	19.5	A	19.8	A
USGS	14246900	1996-09-04	20.1	A	19.4	A	19.6	A
USGS	14246900	1996-09-05	19.8	A	19.5	A	19.6	A
USGS	14246900	1996-09-06	19.5	A	19.1	A	19.4	A
USGS	14246900	1996-09-07	19.5	A	19.1	A	19.4	A
USGS	14246900	1996-09-08	19.5	A	19.1	A	19.4	A
USGS	14246900	1996-09-09	19.8	A	18.8	A	19.3	A
USGS	14246900	1996-09-10	19.9	A	19.1	A	19.5	A
USGS	14246900	1996-09-11	19.9	A	19.6	A	19.8	A
USGS	14246900	1996-09-12	19.9	A	19.6	A	19.8	A
USGS	14246900	1996-09-13	19.9	A	19.2	A	19.7	A
USGS	14246900	1996-09-14	19.9	A	19.2	A	19.5	A
USGS	14246900	1996-09-15	19.2	A	18.3	A	18.8	A
USGS	14246900	1996-09-16	18.6	A	18.3	A	18.5	A
USGS	14246900	1996-09-17	18.6	A	18.3	A	18.4	A
USGS	14246900	1996-09-18	18.6	A	18.3	A	18.4	A
USGS	14246900	1996-09-19	18.6	A	18.0	A	18.3	A
USGS	14246900	1996-09-20	18.3	A	18.0	A	18.1	A
USGS	14246900	1996-09-21	18.3	A	17.7	A	17.9	A
USGS	14246900	1996-09-22	18.0	A	17.4	A	17.6	A
USGS	14246900	1996-09-23	17.7	A	17.1	A	17.4	A
USGS	14246900	1996-09-24	17.4	A	16.8	A	17.1	A
USGS	14246900	1996-09-25	17.1	A	16.5	A	16.8	A
USGS	14246900	1996-09-26	16.8	A	16.2	A	16.4	A
USGS	14246900	1996-09-27	16.8	A	16.2	A	16.4	A
USGS	14246900	1996-09-28	17.1	A	16.5	A	16.9	A
USGS	14246900	1996-09-29	17.4	A	16.8	A	16.9	A
USGS	14246900	1996-09-30	17.4	A	16.8	A	17.0	A
USGS	14246900	1996-10-01	17.0	A	16.7	A	16.9	A
USGS	14246900	1996-10-02	17.0	A	16.7	A	16.8	A
USGS	14246900	1996-10-03	17.0	A	16.4	A	16.8	A
USGS	14246900	1996-10-04	17.0	A	16.4	A	16.9	A
USGS	14246900	1996-10-05	16.7	A	16.1	A	16.3	A
USGS	14246900	1996-10-06	16.4	A	15.8	A	16.2	A
USGS	14246900	1996-10-07	16.7	A	16.1	A	16.4	A
USGS	14246900	1996-10-08	16.7	A	16.4	A	16.5	A
USGS	14246900	1996-10-09	17.0	A	16.4	A	16.7	A
USGS	14246900	1996-10-10	17.0	A	16.7	A	17.0	A
USGS	14246900	1996-10-11	17.0	A	16.7	A	16.8	A
USGS	14246900	1996-10-12	16.7	A	16.1	A	16.5	A
USGS	14246900	1996-10-13	16.4	A	16.1	A	16.2	A
USGS	14246900	1996-10-14	16.1	A	15.8	A	16.0	A
USGS	14246900	1996-10-15	15.8	A	15.6	A	15.8	A
USGS	14246900	1996-10-16	15.8	A	15.3	A	15.4	A
USGS	14246900	1996-10-17	15.6	A	15.0	A	15.1	A
USGS	14246900	1996-10-18	15.0	A	14.5	A	14.7	A
USGS	14246900	1996-10-19	14.7	A	13.7	A	14.3	A
USGS	14246900	1996-10-20	14.0	A	13.5	A	13.6	A
USGS	14246900	1996-10-21	13.5	A	13.2	A	13.4	A
USGS	14246900	1996-10-22	13.5	A	13.0	A	13.1	A
USGS	14246900	1996-10-23	13.2	A	12.7	A	13.1	A
USGS	14246900	1996-10-24	12.7	A	12.5	A	12.7	A
USGS	14246900	1996-10-25	12.7	A	12.5	A	12.7	A
USGS	14246900	1996-10-26	12.7	A	12.3	A	12.5	A
USGS	14246900	1996-10-27	12.3	A	11.8	A	12.0	A
USGS	14246900	1996-10-28	12.0	A	11.6	A	11.8	A
USGS	14246900	1996-10-29	11.8	A	11.3	A	11.6	A
USGS	14246900	1996-10-30	11.8	A	11.6	A	11.6	A
USGS	14246900	1996-10-31	11.6	A	11.3	A	11.4	A
USGS	14246900	1996-11-01	11.6	A	11.1	A	11.3	A
USGS	14246900	1996-11-02	11.3	A	10.9	A	11.1	A
USGS	14246900	1996-11-03	11.1	A	10.9	A	10.9	A
USGS	14246900	1996-11-04	10.9	A	10.5	A	10.8	A
USGS	14246900	1996-11-05	10.7	A	10.5	A	10.6	A
USGS	14246900	1996-11-06	10.7	A	10.5	A	10.7	A
USGS	14246900	1996-11-07	10.7	A	10.3	A	10.6	A
USGS	14246900	1996-11-08	10.7	A	10.3	A	10.4	A
USGS	14246900	1996-11-09	10.8	A	10.4	A	10.6	A
USGS	14246900	1996-11-10	10.6	A	10.1	A	10.4	A
USGS	14246900	1996-11-11	10.6	A	10.4	A	10.5	A
USGS	14246900	1996-11-12	10.8	A	10.4	A	10.6	A
USGS	14246900	1996-11-13	10.8	A	10.6	A	10.7	A
USGS	14246900	1996-11-14	10.8	A	10.4	A	10.6	A
USGS	14246900	1996-11-15	10.6	A	10.3	A	10.4	A
USGS	14246900	1996-11-16	10.6	A	10.3	A	10.4	A
USGS	14246900	1996-11-17	10.3	A	9.9	A	10.1	A
USGS	14246900	1996-11-18	9.9	A	9.5	A	9.8	A
USGS	14246900	1996-11-19	9.5	A	8.7	A	9.1	A
USGS	14246900	1996-11-20	8.7	A	8.1	A	8.4	A
USGS	14246900	1996-11-21	8.1	A	7.9	A	8.0	A
USGS	14246900	1996-11-22	7.9	A	7.7	A	7.9	A
USGS	14246900	1996-11-23	7.7	A	7.5	A	7.6	A
USGS	14246900	1996-11-24	7.7	A	7.5	A	7.7	A
USGS	14246900	1996-11-25	7.9	A	7.5	A	7.7	A
USGS	14246900	1996-11-26	8.1	A	7.7	A	7.9	A
USGS	14246900	1996-11-27	8.3	A	7.9	A	8.1	A
USGS	14246900	1996-11-28	8.3	A	8.3	A	8.3	A
USGS	14246900	1996-11-29	8.4	A	8.3	A	8.4	A
USGS	14246900	1996-11-30	8.4	A	8.4	A	8.4	A
USGS	14246900	1996-12-01	8.4	A	8.2	A	8.3	A
USGS	14246900	1996-12-02	8.2	A	7.8	A	8.0	A
USGS	14246900	1996-12-03	7.8	A	7.6	A	7.7	A
USGS	14246900	1996-12-04	7.6	A	7.3	A	7.5	A
USGS	14246900	1996-12-05	7.5	A	7.1	A	7.3	A
USGS	14246900	1996-12-06	7.3	A	6.9	A	7.1	A
USGS	14246900	1996-12-07	7.2	A	6.9	A	7.1	A
USGS	14246900	1996-12-08	7.4	A	7.2	A	7.3	A
USGS	14246900	1996-12-09	7.4	A	7.2	A	7.2	A
USGS	14246900	1996-12-10	7.4	A	7.2	A	7.2	A
USGS	14246900	1996-12-11	7.4	A	7.0	A	7.2	A
USGS	14246900	1996-12-12	7.2	A	7.0	A	7.1	A
USGS	14246900	1996-12-13	7.0	A	6.8	A	7.0	A
USGS	14246900	1996-12-14	7.0	A	6.8	A	6.8	A
USGS	14246900	1996-12-15	6.8	A	6.6	A	6.8	A
USGS	14246900	1996-12-16	6.9	A	6.6	A	6.7	A
USGS	14246900	1996-12-17	6.6	A	6.2	A	6.4	A
USGS	14246900	1996-12-18	6.2	A	5.7	A	6.0	A
USGS	14246900	1996-12-19	5.7	A	5.4	A	5.6	A
USGS	14246900	1996-12-20	5.7	A	5.4	A	5.5	A
USGS	14246900	1996-12-21	5.9	A	5.5	A	5.7	A
USGS	14246900	1996-12-22	6.1	A	5.7	A	5.8	A
USGS	14246900	1996-12-23	5.9	A	5.7	A	5.8	A
USGS	14246900	1996-12-24	6.2	A	5.8	A	6.0	A
USGS	14246900	1996-12-25	6.5	A	6.1	A	6.3	A
USGS	14246900	1996-12-26	6.1	A	5.8	A	6.1	A
USGS	14246900	1996-12-27	6.0	A	5.5	A	5.7	A
USGS	14246900	1996-12-28	5.5	A	5.1	A	5.2	A
USGS	14246900	1996-12-29	5.5	A	5.0	A	5.2	A
USGS	14246900	1996-12-30	6.0	A	5.5	A	5.9	A
USGS	14246900	1996-12-31						
USGS	14246900	1997-01-01						
USGS	14246900	1997-01-02	6.3	A	6.2	A	6.3	A
USGS	14246900	1997-01-03	6.3	A	5.9	A	6.2	A
USGS	14246900	1997-01-04	6.2	A	5.7	A	5.9	A
USGS	14246900	1997-01-05	5.9	A	5.2	A	5.6	A
USGS	14246900	1997-01-06	5.4	A	5.1	A	5.2	A
USGS	14246900	1997-01-07	5.2	A	4.9	A	5.1	A
USGS	14246900	1997-01-08	5.2	A	4.9	A	5.1	A
USGS	14246900	1997-01-09	5.5	A	5.1	A	5.3	A
USGS	14246900	1997-01-10	5.8	A	5.5	A	5.6	A
USGS	14246900	1997-01-11	5.8	A	5.7	A	5.8	A
USGS	14246900	1997-01-12	5.8	A	5.3	A	5.6	A
USGS	14246900	1997-01-13	5.5	A				
USGS	14246900	1997-01-14			4.4	A		
USGS	14246900	1997-01-15	4.4	A	3.8	A	4.1	A
USGS	14246900	1997-01-16	3.9	A	3.6	A	3.7	A
USGS	14246900	1997-01-17	3.9	A	3.4	A	3.6	A
USGS	14246900	1997-01-18	4.1	A	3.6	A	3.8	A
USGS	14246900	1997-01-19	4.4	A	4.1	A	4.2	A
USGS	14246900	1997-01-20	4.6	A	4.1	A	4.5	A
USGS	14246900	1997-01-21	4.8	A	4.6	A	4.7	A
USGS	14246900	1997-01-22	4.8	A	4.4	A	4.6	A
USGS	14246900	1997-01-23	4.6	A	4.4	A	4.5	A
USGS	14246900	1997-01-24	4.6	A	4.3	A	4.5	A
USGS	14246900	1997-01-25	4.6	A	4.1	A	4.3	A
USGS	14246900	1997-01-26	4.1	A	3.6	A	3.8	A
USGS	14246900	1997-01-27	3.8	A	3.3	A	3.4	A
USGS	14246900	1997-01-28	3.4	A	3.2	A	3.2	A
USGS	14246900	1997-01-29	3.4	A	3.0	A	3.2	A
USGS	14246900	1997-01-30			3.4	A		
USGS	14246900	1997-01-31	4.3	A	3.8	A	4.0	A
USGS	14246900	1997-02-01	4.5	A	4.1	A	4.3	A
USGS	14246900	1997-02-02	4.7	A	4.3	A	4.5	A
USGS	14246900	1997-02-03	5.0	A	4.5	A	4.7	A
USGS	14246900	1997-02-04	4.8	A	4.3	A	4.6	A
USGS	14246900	1997-02-05	4.3	A	4.0	A	4.2	A
USGS	14246900	1997-02-06	4.0	A	3.7	A	3.9	A
USGS	14246900	1997-02-07	3.9	A	3.7	A	3.7	A
USGS	14246900	1997-02-08	3.7	A	3.4	A	3.6	A
USGS	14246900	1997-02-09	3.5	A	3.2	A	3.5	A
USGS	14246900	1997-02-10	3.6	A	3.4	A	3.4	A
USGS	14246900	1997-02-11	3.6	A	3.4	A	3.5	A
USGS	14246900	1997-02-12	3.9	A	3.6	A	3.7	A
USGS	14246900	1997-02-13	3.8	A	3.6	A	3.6	A
USGS	14246900	1997-02-14	3.9	A	3.6	A	3.8	A
USGS	14246900	1997-02-15	4.4	A	3.9	A	4.1	A
USGS	14246900	1997-02-16	4.6	A	4.2	A	4.4	A
USGS	14246900	1997-02-17	4.6	A	4.4	A	4.5	A
USGS	14246900	1997-02-18	4.6	A	4.2	A	4.4	A
USGS	14246900	1997-02-19	4.9	A	4.4	A	4.6	A
USGS	14246900	1997-02-20	4.9	A	4.5	A	4.7	A
USGS	14246900	1997-02-21	4.9	A	4.5	A	4.7	A
USGS	14246900	1997-02-22	4.9	A	4.5	A	4.7	A
USGS	14246900	1997-02-23	4.9	A	4.5	A	4.7	A
USGS	14246900	1997-02-24	5.1	A	4.7	A	4.9	A
USGS	14246900	1997-02-25	5.2	A	4.9	A	5.1	A
USGS	14246900	1997-02-26	5.2	A	5.0	A	5.2	A
USGS	14246900	1997-02-27	5.2	A	5.0	A	5.1	A
USGS	14246900	1997-02-28	5.2	A	5.0	A	5.1	A
USGS	14246900	1997-03-01	5.2	A	4.9	A	5.1	A
USGS	14246900	1997-03-02	5.4	A	5.0	A	5.1	A
USGS	14246900	1997-03-03	5.2	A	5.0	A	5.1	A
USGS	14246900	1997-03-04	5.4	A	5.0	A	5.1	A
USGS	14246900	1997-03-05	5.4	A	5.0	A	5.2	A
USGS	14246900	1997-03-06	5.4	A	5.0	A	5.2	A
USGS	14246900	1997-03-07	5.9	A	5.4	A	5.6	A
USGS	14246900	1997-03-08	5.9	A	5.5	A	5.7	A
USGS	14246900	1997-03-09	6.1	A	5.5	A	5.9	A
USGS	14246900	1997-03-10	6.2	A	5.9	A	6.0	A
USGS	14246900	1997-03-11	6.1	A	5.9	A	6.0	A
USGS	14246900	1997-03-12	6.1	A	5.7	A	5.9	A
USGS	14246900	1997-03-13	6.1	A	5.7	A	5.8	A
USGS	14246900	1997-03-14	6.1	A	5.7	A	5.9	A
USGS	14246900	1997-03-15	6.1	A	5.9	A	6.0	A
USGS	14246900	1997-03-16	6.4	A	5.9	A	6.2	A
USGS	14246900	1997-03-17	6.4	A	6.1	A	6.3	A
USGS	14246900	1997-03-18	6.6	A	6.4	A	6.5	A
USGS	14246900	1997-03-19	7.1	A	6.6	A	6.9	A
USGS	14246900	1997-03-20	7.1	A	6.9	A	7.1	A
USGS	14246900	1997-03-21	7.3	A	6.9	A	7.0	A
USGS	14246900	1997-03-22	7.1	A	6.9	A	7.1	A
USGS	14246900	1997-03-23	7.3	A	7.1	A	7.1	A
USGS	14246900	1997-03-24	7.3	A	6.9	A	7.1	A
USGS	14246900	1997-03-25	7.7	A	6.9	A	7.3	A
USGS	14246900	1997-03-26	8.0	A	7.5	A	7.8	A
USGS	14246900	1997-03-27	7.8	A	7.5	A	7.6	A
USGS	14246900	1997-03-28	7.7	A	7.3	A	7.5	A
USGS	14246900	1997-03-29	7.5	A	7.3	A	7.4	A
USGS	14246900	1997-03-30	7.9	A	7.3	A	7.5	A
USGS	14246900	1997-03-31	7.9	A	7.5	A	7.7	A
USGS	14246900	1997-04-01	7.9	A	7.5	A	7.7	A
USGS	14246900	1997-04-02	7.9	A	7.5	A	7.7	A
USGS	14246900	1997-04-03	8.0	A	7.7	A	7.8	A
USGS	14246900	1997-04-04	8.0	A	7.7	A	7.8	A
USGS	14246900	1997-04-05	8.1	A	7.7	A	7.8	A
USGS	14246900	1997-04-06	8.2	A	7.7	A	8.0	A
USGS	14246900	1997-04-07	8.2	A	8.0	A	8.1	A
USGS	14246900	1997-04-08	8.2	A	8.0	A	8.2	A
USGS	14246900	1997-04-09	8.2	A	7.8	A	8.1	A
USGS	14246900	1997-04-10	8.5	A	7.8	A	8.2	A
USGS	14246900	1997-04-11	8.7	A	8.3	A	8.5	A
USGS	14246900	1997-04-12	8.9	A	8.5	A	8.7	A
USGS	14246900	1997-04-13	8.7	A	8.7	A	8.7	A
USGS	14246900	1997-04-14	8.7	A	8.7	A	8.7	A
USGS	14246900	1997-04-15	8.9	A	8.7	A	8.8	A
USGS	14246900	1997-04-16	9.8	A	8.7	A	9.3	A
USGS	14246900	1997-04-17	10.2	A	9.6	A	9.9	A
USGS	14246900	1997-04-18	10.0	A	9.6	A	9.8	A
USGS	14246900	1997-04-19	9.8	A	9.6	A	9.6	A
USGS	14246900	1997-04-20	10.0	A	9.6	A	9.7	A
USGS	14246900	1997-04-21	9.9	A	9.5	A	9.8	A
USGS	14246900	1997-04-22	9.7	A	9.7	A	9.7	A
USGS	14246900	1997-04-23	10.1	A	9.7	A	9.9	A
USGS	14246900	1997-04-24	10.5	A	10.1	A	10.3	A
USGS	14246900	1997-04-25	10.8	A	10.3	A	10.4	A
USGS	14246900	1997-04-26	11.0	A	10.5	A	10.7	A
USGS	14246900	1997-04-27	11.2	A	10.7	A	11.0	A
USGS	14246900	1997-04-28	11.2	A	10.7	A	11.0	A
USGS	14246900	1997-04-29	10.7	A	10.7	A	10.7	A
USGS	14246900	1997-04-30	10.7	A	10.6	A	10.7	A
USGS	14246900	1997-05-01	10.9	A	10.4	A	10.6	A
USGS	14246900	1997-05-02	10.9	A	10.4	A	10.6	A
USGS	14246900	1997-05-03	10.9	A	10.6	A	10.6	A
USGS	14246900	1997-05-04	10.9	A	10.6	A	10.7	A
USGS	14246900	1997-05-05	11.1	A	10.6	A	10.8	A
USGS	14246900	1997-05-06	11.3	A	10.8	A	11.0	A
USGS	14246900	1997-05-07	11.7	A	11.1	A	11.3	A
USGS	14246900	1997-05-08	12.0	A	11.5	A	11.6	A
USGS	14246900	1997-05-09	12.2	A	11.7	A	12.0	A
USGS	14246900	1997-05-10	12.4	A	11.9	A	12.2	A
USGS	14246900	1997-05-11	12.8	A	12.1	A	12.4	A
USGS	14246900	1997-05-12	13.3	A	12.8	A	13.0	A
USGS	14246900	1997-05-13	13.3	A	13.0	A	13.1	A
USGS	14246900	1997-05-14	13.3	A	13.0	A	13.2	A
USGS	14246900	1997-05-15	13.5	A	13.0	A	13.3	A
USGS	14246900	1997-05-16	14.0	A	13.2	A	13.6	A
USGS	14246900	1997-05-17	14.3	A	14.0	A	14.1	A
USGS	14246900	1997-05-18	14.3	A	14.0	A	14.1	A
USGS	14246900	1997-05-19	14.2	A	14.0	A	14.1	A
USGS	14246900	1997-05-20	14.0	A	13.7	A	14.0	A
USGS	14246900	1997-05-21	14.2	A	13.7	A	14.0	A
USGS	14246900	1997-05-22	14.0	A	13.7	A	14.0	A
USGS	14246900	1997-05-23	14.0	A	13.7	A	13.9	A
USGS	14246900	1997-05-24	13.7	A	13.5	A	13.7	A
USGS	14246900	1997-05-25	13.5	A	13.2	A	13.5	A
USGS	14246900	1997-05-26	13.5	A	13.2	A	13.3	A
USGS	14246900	1997-05-27	13.7	A	13.2	A	13.5	A
USGS	14246900	1997-05-28	13.7	A	13.5	A	13.7	A
USGS	14246900	1997-05-29	13.7	A	13.5	A	13.6	A
USGS	14246900	1997-05-30	14.0	A	13.7	A	13.8	A
USGS	14246900	1997-05-31	14.2	A	14.0	A	14.1	A
USGS	14246900	1997-06-01	14.2	A	13.9	A	14.0	A
USGS	14246900	1997-06-02	14.2	A	13.9	A	14.1	A
USGS	14246900	1997-06-03	14.4	A	14.1	A	14.3	A
USGS	14246900	1997-06-04	14.4	A	13.9	A	14.2	A
USGS	14246900	1997-06-05	14.5	A	14.0	A	14.2	A
USGS	14246900	1997-06-06	14.6	A	14.3	A	14.4	A
USGS	14246900	1997-06-07	14.8	A	14.3	A	14.5	A
USGS	14246900	1997-06-08	14.7	A	14.2	A	14.5	A
USGS	14246900	1997-06-09	15.0	A	14.4	A	14.6	A
USGS	14246900	1997-06-10	15.1	A	14.6	A	14.8	A
USGS	14246900	1997-06-11	15.1	A	14.6	A	15.0	A
USGS	14246900	1997-06-12	14.9	A	14.6	A	14.7	A
USGS	14246900	1997-06-13	14.9	A	14.6	A	14.7	A
USGS	14246900	1997-06-14	15.0	A	14.6	A	14.7	A
USGS	14246900	1997-06-15	15.2	A	14.7	A	15.0	A
USGS	14246900	1997-06-16	15.5	A	15.0	A	15.2	A
USGS	14246900	1997-06-17	15.8	A	15.2	A	15.6	A
USGS	14246900	1997-06-18	15.8	A	15.5	A	15.6	A
USGS	14246900	1997-06-19	15.8	A	15.5	A	15.6	A
USGS	14246900	1997-06-20	16.1	A	15.5	A	15.7	A
USGS	14246900	1997-06-21	16.0	A	15.5	A	15.6	A
USGS	14246900	1997-06-22	15.6	A	15.1	A	15.4	A
USGS	14246900	1997-06-23	15.3	A	15.1	A	15.2	A
USGS	14246900	1997-06-24	15.6	A	15.0	A	15.3	A
USGS	14246900	1997-06-25	16.2	A	15.6	A	15.8	A
USGS	14246900	1997-06-26	16.1	A	15.9	A	15.9	A
USGS	14246900	1997-06-27	16.2	A	15.9	A	16.0	A
USGS	14246900	1997-06-28	16.4	A	15.9	A	16.2	A
USGS	14246900	1997-06-29	16.4	A	15.9	A	16.3	A
USGS	14246900	1997-06-30	16.7	A	16.1	A	16.4	A
USGS	14246900	1997-07-01	16.7	A	16.1	A	16.3	A
USGS	14246900	1997-07-02	16.7	A	16.1	A	16.4	A
USGS	14246900	1997-07-03	17.3	A	16.4	A	16.8	A
USGS	14246900	1997-07-04	17.9	A	17.3	A	17.4	A
USGS	14246900	1997-07-05	18.2	A	17.6	A	17.8	A
USGS	14246900	1997-07-06	18.5	A	17.9	A	18.2	A
USGS	14246900	1997-07-07	18.5	A	17.9	A	18.1	A
USGS	14246900	1997-07-08	18.5	A	17.9	A	18.3	A
USGS	14246900	1997-07-09	18.5	A	18.1	A	18.3	A
USGS	14246900	1997-07-10	18.4	A	18.1	A	18.2	A
USGS	14246900	1997-07-11	18.4	A	17.8	A	17.9	A
USGS	14246900	1997-07-12	18.7	A	17.8	A	18.2	A
USGS	14246900	1997-07-13	19.0	A	18.4	A	18.6	A
USGS	14246900	1997-07-14	19.0	A	18.7	A	18.8	A
USGS	14246900	1997-07-15	19.3	A	18.7	A	19.0	A
USGS	14246900	1997-07-16	19.3	A	18.7	A	19.0	A
USGS	14246900	1997-07-17	19.3	A	19.0	A	19.2	A
USGS	14246900	1997-07-18	19.7	A	18.7	A	19.1	A
USGS	14246900	1997-07-19	19.3	A	18.7	A	19.1	A
USGS	14246900	1997-07-20	19.7	A	19.0	A	19.4	A
USGS	14246900	1997-07-21	20.0	A	19.3	A	19.6	A
USGS	14246900	1997-07-22	20.0	A	19.3	A	19.7	A
USGS	14246900	1997-07-23	20.0	A	19.3	A	19.6	A
USGS	14246900	1997-07-24	20.0	A	19.7	A	19.8	A
USGS	14246900	1997-07-25	20.0	A	19.7	A	19.8	A
USGS	14246900	1997-07-26	20.0	A	19.7	A	19.8	A
USGS	14246900	1997-07-27	20.4	A	19.7	A	20.0	A
USGS	14246900	1997-07-28	20.3	A	20.0	A	20.2	A
USGS	14246900	1997-07-29	20.7	A	20.3	A	20.5	A
USGS	14246900	1997-07-30	21.0	A	20.3	A	20.6	A
USGS	14246900	1997-07-31	21.0	A	20.7	A	20.9	A
USGS	14246900	1997-08-01	21.4	A	20.7	A	20.9	A
USGS	14246900	1997-08-02	21.4	A	20.7	A	20.9	A
USGS	14246900	1997-08-03	21.4	A	20.7	A	21.2	A
USGS	14246900	1997-08-04	21.8	A	21.0	A	21.4	A
USGS	14246900	1997-08-05	21.8	A	21.4	A	21.4	A
USGS	14246900	1997-08-06	21.7	A	21.3	A	21.3	A
USGS	14246900	1997-08-07	21.6	A	21.3	A	21.4	A
USGS	14246900	1997-08-08	21.6	A	21.3	A	21.5	A
USGS	14246900	1997-08-09	21.7	A	21.3	A	21.4	A
USGS	14246900	1997-08-10	21.7	A	21.3	A	21.4	A
USGS	14246900	1997-08-11	21.7	A	21.3	A	21.5	A
USGS	14246900	1997-08-12	22.0	A	21.3	A	21.6	A
USGS	14246900	1997-08-13	22.0	A	21.6	A	21.8	A
USGS	14246900	1997-08-14	22.4	A	22.0	A	22.2	A
USGS	14246900	1997-08-15	22.4	A	22.0	A	22.4	A
USGS	14246900	1997-08-16	22.4	A	22.0	A	22.3	A
USGS	14246900	1997-08-17	22.4	A	21.6	A	22.0	A
USGS	14246900	1997-08-18	22.0	A	21.6	A	21.8	A
USGS	14246900	1997-08-19	22.0	A	21.6	A	21.7	A
USGS	14246900	1997-08-20	21.6	A	21.3	A	21.6	A
USGS	14246900	1997-08-21	21.6	A	21.3	A	21.3	A
USGS	14246900	1997-08-22	21.7	A	21.3	A	21.4	A
USGS	14246900	1997-08-23	21.7	A	21.3	A	21.4	A
USGS	14246900	1997-08-24	21.7	A	20.9	A	21.5	A
USGS	14246900	1997-08-25	21.6	A	21.3	A	21.3	A
USGS	14246900	1997-08-26	21.3	A	21.3	A	21.3	A
USGS	14246900	1997-08-27	21.3	A	20.9	A	21.2	A
USGS	14246900	1997-08-28	21.3	A	20.9	A	21.2	A
USGS	14246900	1997-08-29						
USGS	14246900	1997-08-30						
USGS	14246900	1997-08-31						
USGS	14246900	1997-09-01						
USGS	14246900	1997-09-02						
USGS	14246900	1997-09-03						
USGS	14246900	1997-09-04						
USGS	14246900	1997-09-05						
USGS	14246900	1997-09-06						
USGS	14246900	1997-09-07						
USGS	14246900	1997-09-08						
USGS	14246900	1997-09-09						
USGS	14246900	1997-09-10						
USGS	14246900	1997-09-11						
USGS	14246900	1997-09-12						
USGS	14246900	1997-09-13						
USGS	14246900	1997-09-14						
USGS	14246900	1997-09-15						
USGS	14246900	1997-09-16						
USGS	14246900	1997-09-17						
USGS	14246900	1997-09-18						
USGS	14246900	1997-09-19						
USGS	14246900	1997-09-20						
USGS	14246900	1997-09-21						
USGS	14246900	1997-09-22						
USGS	14246900	1997-09-23						
USGS	14246900	1997-09-24						
USGS	14246900	1997-09-25						
USGS	14246900	1997-09-26						
USGS	14246900	1997-09-27						
USGS	14246900	1997-09-28						
USGS	14246900	1997-09-29						
USGS	14246900	1997-09-30						
USGS	14246900	1997-10-01						
USGS	14246900	1997-10-02						
USGS	14246900	1997-10-03						
USGS	14246900	1997-10-04						
USGS	14246900	1997-10-05						
USGS	14246900	1997-10-06						
USGS	14246900	1997-10-07						
USGS	14246900	1997-10-08						
USGS	14246900	1997-10-09						
USGS	14246900	1997-10-10						
USGS	14246900	1997-10-11						
USGS	14246900	1997-10-12						
USGS	14246900	1997-10-13						
USGS	14246900	1997-10-14						
USGS	14246900	1997-10-15						
USGS	14246900	1997-10-16						
USGS	14246900	1997-10-17						
USGS	14246900	1997-10-18						
USGS	14246900	1997-10-19						
USGS	14246900	1997-10-20						
USGS	14246900	1997-10-21						
USGS	14246900	1997-10-22						
USGS	14246900	1997-10-23						
USGS	14246900	1997-10-24						
USGS	14246900	1997-10-25						
